Date,Stock,avg_sentiment,article_count,Daily_Return,sentiment_class
2020-05-07,AMZN,0.212425,4,0.6953694859791248,Positive
2020-05-07,GOOG,0.2850333333333333,3,1.874850489822455,Positive
2020-05-07,MET,-0.03260000000000002,2,5.936642770975298,Neutral
2020-05-07,NVDA,0.33525,2,2.37753293141183,Positive
2020-05-08,AMZN,0.0,2,0.5068389389295769,Neutral
2020-05-08,GOOG,0.00516,5,1.1518769418378927,Neutral
2020-05-08,MET,0.0,1,2.2648293069827075,Neutral
2020-05-08,NVDA,0.9118,1,2.502734973785836,Positive
2020-05-11,AMZN,0.06424615384615386,13,1.2350743942999287,Positive
2020-05-11,GOOG,-0.04936666666666667,3,1.0724752984299757,Neutral
2020-05-11,MET,0.0,1,-3.5491445569827085,Neutral
2020-05-11,NVDA,0.0,5,3.238391432949572,Neutral
2020-05-12,AMZN,0.08085555555555556,9,-2.160642052362294,Positive
2020-05-12,GOOG,0.280825,4,-1.9611319080881096,Positive
2020-05-12,NVDA,-0.006575,4,-3.2608260831424873,Neutral
2020-05-13,AMZN,0.13204444444444446,9,0.4654320575239179,Positive
2020-05-13,GOOG,0.209575,4,-1.9197142497069941,Positive
2020-05-13,MET,-0.7269,1,-4.942827103599356,Negative
2020-05-13,NVDA,0.1591,2,-0.28835910844516865,Positive
2020-05-14,AMZN,0.10715999999999999,5,0.8838926123896362,Positive
2020-05-14,GOOG,0.0,2,0.503958517653702,Neutral
2020-05-14,NVDA,0.3032333333333333,3,3.219813586177467,Positive
2020-05-15,AMZN,0.15211666666666668,12,0.8761547889003518,Positive
2020-05-15,GOOG,0.27685,6,1.2579916285145876,Positive
2020-05-15,NVDA,0.25020000000000003,3,5.7312283712426915,Positive
2020-05-18,AMZN,0.09148888888888888,9,0.6838841203809398,Positive
2020-05-18,GOOG,0.07543333333333334,3,0.7828541519345089,Positive
2020-05-18,MET,0.6597,1,5.359386377585884,Positive
2020-05-18,NVDA,0.07118571428571428,7,3.056293097431184,Positive
2020-05-19,AMZN,0.20763333333333334,6,0.9508426590011165,Positive
2020-05-19,GOOG,0.4754,1,-0.7554746399873524,Positive
2020-05-19,NVDA,0.04766666666666667,6,0.6314043662059898,Neutral
2020-05-20,AMZN,0.12344444444444444,9,1.9846275173532213,Positive
2020-05-20,GOOG,0.1345,5,2.419765653386907,Positive
2020-05-20,MET,0.9393,1,2.3772749125761106,Positive
2020-05-20,NVDA,0.35645000000000004,2,1.8681606036636156,Positive
2020-05-21,AMZN,0.09384444444444445,9,-2.049693045417056,Positive
2020-05-21,GOOG,0.0,2,-0.2786524246260469,Neutral
2020-05-21,MET,0.0258,1,0.9951483591561949,Neutral
2020-05-21,NVDA,-0.010544444444444448,9,-2.171119137350197,Neutral
2020-05-22,AMZN,0.08808,5,-0.4029821100215214,Positive
2020-05-22,GOOG,-0.09866666666666667,3,0.5432017097496411,Negative
2020-05-22,NVDA,0.02343,20,2.860320584150644,Neutral
2020-05-26,AMZN,0.38205,8,-0.6163614455975353,Positive
2020-05-26,GOOG,0.14049999999999999,3,0.46792887481101886,Positive
2020-05-26,MET,0.8591,1,8.278331827985452,Positive
2020-05-26,NVDA,-0.026980000000000004,5,-3.4178158809115122,Neutral
2020-05-27,AMZN,0.07304000000000002,10,-0.47360423470356183,Positive
2020-05-27,GOOG,0.18485000000000001,4,0.057876703405512764,Positive
2020-05-27,MET,0.8779,1,2.299176462348518,Positive
2020-05-27,NVDA,0.6214999999999999,2,-2.2081323609857484,Positive
2020-05-28,AMZN,0.079625,4,-0.3854151605534595,Positive
2020-05-28,GOOG,-0.163125,8,-0.07827443816607049,Negative
2020-05-28,NVDA,0.0,1,-0.4486964455232001,Neutral
2020-05-29,AMZN,0.400675,4,1.7187950901155657,Positive
2020-05-29,GOOG,0.0051600000000000005,5,0.8604119609381122,Neutral
2020-06-01,AMZN,-0.014886666666666666,15,1.1738616181262485,Neutral
2020-06-01,GOOG,0.0593,3,0.20296473643814927,Positive
2020-06-01,NVDA,0.4215,1,-0.7802347435413859,Positive
2020-06-02,AMZN,-0.478875,4,0.05543957444538172,Negative
2020-06-02,GOOG,0.296,1,0.5168061380667499,Positive
2020-06-02,NVDA,0.2202,2,0.21577617725327958,Positive
2020-06-03,MET,0.8442,1,4.094560079957632,Positive
2020-06-04,GOOG,0.0,1,-1.6847840347956278,Neutral
2020-06-04,MET,0.8567,1,3.854235202889855,Positive
2020-06-05,GOOG,-0.4110333333333333,3,1.855994335203448,Negative
2020-06-05,MET,0.8402,2,3.558753968537487,Positive
2020-06-08,GOOG,0.5423,1,0.5714624298025051,Positive
2020-06-08,NVDA,0.16866666666666666,3,-1.289268494377549,Positive
2020-06-09,AMZN,0.07777500000000004,4,3.0427139202305886,Positive
2020-06-09,GOOG,0.0,2,0.6601829867848519,Neutral
2020-06-09,MET,0.7506,1,-3.3721286059816946,Positive
2020-06-09,NVDA,0.7296,1,2.737116976922449,Positive
2020-06-10,AMZN,0.3912333333333333,6,1.7913292558120908,Positive
2020-06-10,GOOG,0.29583333333333334,3,0.6654460079314362,Positive
2020-06-10,NVDA,0.2432,3,3.545753710029742,Positive
2020-06-11,MET,0.3182,1,-9.037972469912802,Positive
